date,time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
2022-01-21 00:00:00+00:00,1642723200,3003.69,3006.62,2997,3000.94,350.84,1053009.33,force_direct,
2022-01-21 00:01:00+00:00,1642723260,2998.24,3008.14,2997.48,3003.69,379.95,1141202.22,force_direct,
2022-01-21 00:02:00+00:00,1642723320,2986.86,2999.7,2984.25,2998.24,497.3,1486927.81,force_direct,
2022-01-21 00:03:00+00:00,1642723380,2974.91,2988.91,2961.37,2986.86,1745.99,5198028.67,force_direct,
2022-01-21 00:04:00+00:00,1642723440,2981.48,2984.1,2963.49,2974.91,1208.09,3592871.03,force_direct,
2022-01-21 00:05:00+00:00,1642723500,2990,2990,2981.32,2981.48,485.06,1449225.48,force_direct,
2022-01-21 00:06:00+00:00,1642723560,2987.26,2990.08,2981.78,2990,403.88,1206383.82,force_direct,
2022-01-21 00:07:00+00:00,1642723620,2986.89,2989.39,2978.18,2987.26,1059.51,3161661.51,force_direct,
2022-01-21 00:08:00+00:00,1642723680,2991.3,2992.78,2983.6,2986.89,1063.72,3179866.01,force_direct,
2022-01-21 00:09:00+00:00,1642723740,2995.47,2997.28,2988.2,2991.3,566.4,1695584.25,force_direct,
2022-01-21 00:10:00+00:00,1642723800,2988.92,2995.47,2988.54,2995.47,298.08,891973.14,force_direct,
2022-01-21 00:11:00+00:00,1642723860,2985.39,2991.52,2974.71,2988.92,1139.62,3400150.21,force_direct,
2022-01-21 00:12:00+00:00,1642723920,3002.27,3002.9,2985.04,2985.39,1130.58,3388851.21,force_direct,
2022-01-21 00:13:00+00:00,1642723980,2997.12,3002.44,2996.89,3002.27,349.96,1049952.85,force_direct,
2022-01-21 00:14:00+00:00,1642724040,2991.6,2997.42,2991.39,2997.12,457.63,1370322.69,force_direct,
2022-01-21 00:15:00+00:00,1642724100,2982.53,2992.34,2982.53,2991.6,552.36,1650130.88,force_direct,
2022-01-21 00:16:00+00:00,1642724160,2995.79,2995.88,2981.77,2982.53,587.75,1757406.83,force_direct,
2022-01-21 00:17:00+00:00,1642724220,2997.37,2999.22,2994.13,2995.79,867.33,2599725.15,force_direct,
2022-01-21 00:18:00+00:00,1642724280,3001,3001,2993.89,2997.37,686.61,2059154.26,force_direct,
2022-01-21 00:19:00+00:00,1642724340,2999.45,3002.93,2998.08,3001,731.52,2195093.46,force_direct,
2022-01-21 00:20:00+00:00,1642724400,2991.48,3000,2991.47,2999.45,518.44,1552820.26,force_direct,
2022-01-21 00:21:00+00:00,1642724460,2989.63,2991.48,2986.49,2991.48,480.97,1437540.91,force_direct,
2022-01-21 00:22:00+00:00,1642724520,2988.86,2990,2985,2989.63,246.67,736869.9,force_direct,
2022-01-21 00:23:00+00:00,1642724580,2996.39,2999.55,2988.25,2988.86,797.59,2387058.33,force_direct,
2022-01-21 00:24:00+00:00,1642724640,2999.72,3000.15,2995.17,2996.39,384.43,1152850.8,force_direct,
2022-01-21 00:25:00+00:00,1642724700,2995.4,3000,2994.79,2999.72,473.28,1419047.4,force_direct,
2022-01-21 00:26:00+00:00,1642724760,3004.95,3004.95,2994.77,2995.4,1114.25,3343657.31,force_direct,
2022-01-21 00:27:00+00:00,1642724820,3018.03,3018.61,3004.03,3004.95,763.08,2298388.7,force_direct,
2022-01-21 00:28:00+00:00,1642724880,3018.62,3021.52,3014.85,3018.03,332.01,1002116.44,force_direct,
2022-01-21 00:29:00+00:00,1642724940,3022.93,3025.4,3017.65,3018.62,803.05,2425869.73,force_direct,
2022-01-21 00:30:00+00:00,1642725000,3014.07,3023.31,3012.78,3022.93,516.11,1557940.59,force_direct,
2022-01-21 00:31:00+00:00,1642725060,3017.81,3018.3,3011.79,3014.07,166.15,500859.25,force_direct,
2022-01-21 00:32:00+00:00,1642725120,3014.43,3019.48,3012.88,3017.81,352.02,1061497.98,force_direct,
2022-01-21 00:33:00+00:00,1642725180,3017.7,3018.47,3012.58,3014.43,178.72,538938.44,force_direct,
2022-01-21 00:34:00+00:00,1642725240,3023.61,3024.07,3017.61,3017.7,305.23,922269.75,force_direct,
2022-01-21 00:35:00+00:00,1642725300,3028,3029.98,3022.98,3023.61,321.56,973317.9,force_direct,
